employee_id,employee_name,age,gender,blood_group,department,designation,division,basic_salary,bonus,total_salary,phone,join_date,attendance_pct,email,nid,experience_yrs
EMP00154,SELIM AKTER,47,Female,AB+,Packing,Machine Mechanic,Sylhet,17196,1066,18262,01817256074,"October 26, 2021",96.8,selim.akter20@gmail.com,7026699383602,6.1
EMP00155,Anwar Talukder,29,Male,B+,stores,Supervisor,Sylhet,21134.00,1499,22633,01821816709,"May 04, 2022",78.2,anwar.talukder56@gmail.com,8553273314639,6.1
EMP00156,Amena Sheikh,30,Female,B+,Sewing,Operator,Khulna,9115,1088,10203,01761-479273,2019/12/07,87.6,amena.sheikh40@gmail.com,2147473614282,12.4
EMP00157,Hasina Hossain,51,Male,B-,Strore,Trainee,Khulna,6691.00,487,7178,01912941149,2022-01-29,89.7,hasina.hossain22@gmail.com,7447274887986,10.7
EMP00158,Abdul Karim Sheikh,21,Male,B-,PACKING,Trainee,Khulna,7216 taka,756,7972,01994598956,2020-08-29,75.2,abdul.sheikh54@gmail.com,2776663320982,9.9
EMP00159,Mofiz Khatun,24,Female,O+,Admin,Supervisor,Rajshahi,24154,3216,27370,01831524980,2019-02-18,76.0,mofiz.khatun64@gmail.com,4654632153547,10.3
EMP00160,  Amena Akter  ,23,Female,AB+,Quality Control,Operator,Chattogram,13703,1568,15271,,2020-07-24,77.5,amena.akter23@gmail.com,1695244139302,12.8
EMP00161,MONIRA MONDAL,25,Male,AB-,Washing,,Gazipur,49343,3791,53134,01834-544318,2022-02-10,77.8,monira.mondal52@gmail.com,9031426965896,4.1
EMP00162,Belal Biswas,28,Female,A+,Store,Asst. Manager,Gazipur,49357,5485,54842,01927536261,15-05-2022,87.1,belal.biswas63@gmail.com,8754182421733,0.7
EMP00163,Mofiz Sarker,51,Female,AB-,Washing,Operator,Gazipur,13723 taka,1594,15317,01996087848,25/05/19,84.6,mofiz.sarker72@gmail.com,1960410152657,0.2
EMP00164,করিম Khan,28,Male,A-,Store,Floor In-charge,Narayanganj,33305.00,3808,37113,01869618021,2020-04-05,95.0,roksana.uddin58@gmail.com,8866225971831,4.7
EMP00165,Amena Biswas,44,Female,A+,sewing,Senior Operator,Rajshahi,13001,1523,14524,01770996586,30-11-2019,83.3,amena.biswas99@gmail.com,7393733848107,10.7
EMP00166,Sumaiya Begum,40,Female,A-,Quality Control,Operator,Sylhet,11391,730,12121,01891987136,2022-01-08,79.9,sumaiya.begum16@gmail.com,4794143599964,6.9
EMP00167,Jamal Biswas,44,Female,O-,Washng,Senior Operator,Narayanganj,14009,1732,15741,01933783708,2021-02-07,92.3,jamal.biswas23@gmail.com,2821617529087,5.8
EMP00168,Lovely Khatun,44,Female,AB-,Washing,Trainee,Rajshahi,7247,661,7908,01984300459,2021-12-04,90.8,lovely.khatun26@gmail.com,6114079340460,10.3
EMP00169,Sharmin Khan,38,Female,B+,Finishing,Trainee,Khulna,7454,762,8216,01799959993,2018-02-21,76.4,sharmin.khan35@gmail.com,3573761561636,12.6
EMP00170,Rubel Mondal,52,Female,A+,Packing,Helper,Narayanganj,7734,993,8727,N/A,2022-06-24,85.4,rubel.mondal88@gmail.com,1947264162231,0.2
EMP00171,Mofiz Ali,32,Male,B+,ADMIN,Floor In-charge,NARAYANGANJ,"৳29,819",4424,34243,01978967357,"June 02, 2018",78.0,mofiz.ali6@gmail.com,5910988046368,8.3
EMP00172,habib khan,39,Female,B-,Admin,Quality Inspector,Chattogram,14642 taka,1256,15898,01779874593,25/05/22,76.7,habib.khan65@gmail.com,8315013796138,8.1
EMP00173,BELAL BEGUM,39,Male,B-,Washing,Helper,Dhaka,7738,905,8643,01753075436,2020-07-01,84.5,belal.begum15@gmail.com,5511372985332,8.1
EMP00174,Hasina Miah,50,Male,A-,Maintenance,Line Chief,Khulana,28419 taka,4182,32601,01799970857,2022-05-03,90.7,hasina.miah28@gmail.com,4616808825502,8.1
EMP00175,Rubel Talukder,27,Male,AB+,Embroidery,Senior Operator,Gazipur,13310,759,14069,01862080854,2022-08-10,86.3,rubel.talukder52@gmail.com,6563842476684,0.3
EMP00176,Sharmin Begum,22,Female,O-,Maintenance,Operator,Gazipur,13797,1106,14903,+8801863031203,27-06-2018,95.6,sharmin.begum4@gmail.com,3750814831035,8.0
EMP00177,Habib Biswas,27,Male,AB+,Embroidery,Trainee,Sylhet,6610,725,7335,01756150987,05/01/21,80.3,habib.biswas83@gmail.com,3830995288135,2.8
EMP00178,Lovely Hawladar,29,Female,AB-,Pakcing,Helper,Chattogram,8637,517,9154,01827208745,26-01-2022,91.8,lovely.hawladar31@gmail.com,6012656524692,9.3
EMP00179,Jamal Akter,37,Female,,Store,Floor In-charge,sylhet,27762,2072,29834,01828026223,30/03/19,92.0,jamal.akter43@gmail.com,9443381227564,99
EMP00180,Monira Mondal,24,Male,O+,pack,Floor In-charge,KHULNA,"৳29,312",1687,30999,01938556255,2018-02-08,97.7,monira.mondal71@gmail.com,9304489678738,9.8
EMP00181,Habib Akter,55,Male,B+,embroidery,Helper,Narayanganj,8755,447,9202,01831370471,2019-05-05,79.5,habib.akter73@gmail.com,3572546835609,11.0
EMP00182,Amena Akter,49,Male,,Sewing,Helper,Narayanganj,7128,691,7819,01953496088,20/07/20,77.6,amena.akter67@gmail.com,5633161223034,8.7
EMP00183,Anwar Khan,55,Male,B+,Embroidery,Asst. Manager,Sylhet,46563,4595,51158,01832227237,"September 14, 2020",80.7,anwar.khan66@gmail.com,5941976103103,3.2
EMP00184,Roksana Khan,25,Female,A+,Washing,Machine Mechanic,Gazipur,17900,1184,19084,01715790734,03/09/22,78.2,roksana.khan76@gmail.com,3367219024486,9.4
EMP00185,Abdul Karim Talukder,28,Female,B+,admin,Supervisor,Chattogram,16305,1804,18109,01765132193,"August 23, 2020",90.0,abdul.talukder75@gmail.com,9987904753032,4.0
EMP00186,Nasrin Sarker,55,Male,B+,WASHING,Floor In-charge,Khulna,33564,3087,36651,01892510102,2018-11-03,90.0,nasrin.sarker69@gmail.com,2579830841,7.2
EMP00187,  Habib Talukder  ,18,Female,A-,admin,Trainee,Narayanganj,7836,1010,8846,+8801827969486,2020-02-20,81.4,habib.talukder99@gmail.com,2476863388152,4.2
EMP00188,Shirina Sheikh,18,Female,AB+,Packing,Helper,Chattogram,8070,528,8598,01966849468,2021-08-27,101,shirina.sheikh79@gmail.com,7990834969830,11.3
EMP00189,nadia uddin,41,Female,B+,MTN,Floor In-charge,Dhaka,37055,2294,39349,01738784084,2019/04/16,87.7,nadia.uddin44@gmail.com,3826312045850,5.8
EMP00190,Mamun Miah,45,Male,B+,Cuttng,Supervisor,Rajshahi,16618,2013,18631,01976353000,2021-05-08,86.0,mamun.miah26@gmail.com,6031632155019,2.9
EMP00191,Lovely Uddin,28,Male,A+,Maintenance,Helper,khulna,"৳7,073",827,7900,01919209640,"April 10, 2020",98.0,lovely.uddin71@gmail.com,7113233519908,14.4
EMP00192,Mofiz Ali,43,Female,AB+,Admin,Helper,Rajshahi,7009,589,7598,01969-427400,2018-08-28,99.2,mofiz.ali73@gmail.com,9073574720690,10.2
EMP00193,Anwar Hawladar,34,Female,A-,Sewing,Floor In-charge,Chattogram,33776,4500,38276,01855901507,2019-05-24,76.9,anwar.hawladar23@gmail.com,6521079765465,5.3
E-0194,  Anwar Hossain  ,30,Male,O-,Finishing,Helper,Rajshahi,8506,1088,9594,01910889014,2018-09-03,94.1,anwar.hossain70@gmail.com,1747143891230,12.7
EMP00195,Monira Khatun,35,Female,O+,Washing,Floor In-charge,Khulna,33613,4839,38452,01933461307,2018-03-08,86.4,monira.khatun16@gmail.com,6551073734582,10.3
EMP00196,Md. Rahim Sarker,24,Male,O+,Quality Control,Asst. Manager,Khulana,0,3163,49405,01959-970552,"May 18, 2020",84.1,md..sarker52@gmail.com,8929710628125,2.7
EMP00197,Habib Khatun,35,Female,O-,QC,Senior Operator,Gazipur,16540,1524,18064,+8801843685164,2018-10-03,89.1,habib.khatun73@gmail.com,8005296569678,1.5
EMP00198,Roksana Miah,24,Male,B+,Quality Ctrl,Quality Inspector,rajshahi,14951,1272,16223,01857661928,2021-10-23,83.1,roksana.miah66@gmail.com,8862953507471,13.3
EMP00199,belal khatun,27,Female,AB+,packing,Floor In-charge,Gazipur,26296,1915,28211,01996522692,"October 11, 2019",,belal.khatun57@gmail.com,7390648354897,11.2
EMP00200,Faruk Islam,19,Female,A+,Embroidery,Supervisor,Dhaka,19450,1097,20547,01763286118,2022-12-05,88.1,faruk.islam11@gmail.com,5617536212290,9.3
EMP00201,Fatema Sarker,33,Female,O-,Embroidery,Quality Inspector,dhaka,16315,2226,18541,+8801782381952,2020-08-14,79.4,fatema.sarker77@gmail.com,6448311116724,13.6
EMP00202,Amena Uddin,37,Male,O-,Quality Control,Senior Operator,Rajshahi,14275,1123,15144,01850-213043,2020-12-31,,amena.uddin56@gmail.com,6153093020530,9.0
E-0203,Md. Rahim Uddin,53,Female,AB+,Washing,Helper,Rajshahi,7808,720,8528,01981396350,2019-05-06,95.2,md..uddin53@gmail.com,4208634620563,2.0
EMP00204,রোকসানা Talukder,35,Female,B+,Store,Machine Mechanic,Rajshahi,14626,2153,17272,01968843284,01-08-2019,93.2,sumaiya.sarker30@gmail.com,3650382214740,0.2
EMP00205,Jamal Akter,49,Male,AB+,EMB,Quality Inspector,Narayanganj,13196,1377,14573,01811693222,2019-01-07,78.0,jamal.akter99@gmail.com,1289873073602,5.8
EMP00206,Rashid Ali,24,Female,AB+,Sewing,Helper,Rajshahi,8363,854,9217,01758375646,2019-06-03,97.2,rashid.ali86@gmail.com,5149423431983,9.5
EMP00207,SELIM MIAH,25,Male,AB-,finishing,Quality Inspector,Khulna,16760,1255,18015,01918060088,2020-10-20,76.5,selim.miah83@gmail.com,3212369401090,7.3
EMP00208,Selim Uddin,30,Female,B-,Washng,Floor In-charge,gazipur,32951,2619,35570,01935048615,2021-11-28,88.6,selim.uddin42@gmail.com,9240892918137,4.1
EMP00209,Lovely Talukder,51,Male,AB-,Maintenance,Supervisor,Chattogram,23439,2892,26331,01942049389,"December 14, 2022",83.0,lovely.talukder9@gmail.com,4338853849490,7.9
EMP00210,Amena Mondal,36,Male,O-,Maintenance,Supervisor,Khulna,17092,2348,19440,01723-254482,2019-02-18,75.8,amena.mondal83@gmail.com,7836884847040,9.9
EMP00211,Faruk Khatun,41,Female,AB-,Admin,Quality Inspector,Chattogram,17371,1838,19209,01917824896,2022-12-29,95.6,faruk.khatun35@gmail.com,1715236698309,11.0
EMP00212,Hasina Begum,24,Male,AB-,Quality Control,Trainee,Chattogram,7485,935,8420,01971568435,2020-04-30,92.6,hasina.begum55@gmail.com,2833447768407,2.5
EMP00213,roksana uddin,28,Male,O+,Embroidery,Trainee,Sylhet,7093,584,7677,01944103265,2019-05-08,84.0,roksana.uddin58@gmail.com,1001705490992,10.9
EMP00214,Hasina Khatun,37,Male,A+,Sewing,Trainee,Dhaka,6013,857,6524,01857735307,2018-11-13,78.9,hasina.khatun34@gmail.com,5396251883521,3.5
EMP00215,Hasina Begum,31,Female,A-,Admin,Asst. Manager,khulna,44843,5519,50362,01754881018,2021-03-26,83.7,hasina.begum56@gmail.com,3121146183135,13.0
EMP00216,Kulsum Biswas,42,Female,O-,Admin,Operator,Gazipur,13295,732,,+8801987209399,,87.6,kulsum.biswas29@gmail.com,6095686362645,11.8
EMP00217,Habib Khan,54,Female,O+,Washing,Senior Operator,Rajshahi,16270,1596,17866,01986682706,2019-02-10,79.9,habib.khan79@gmail.com,5331578661460,99
EMP00218,mofiz mondal,54,Male,AB-,Embroidery,Line Chief,Gazipur,25254,1324,26578,01969352435,17-09-2019,90.6,mofiz.mondal57@gmail.com,5109502756619,3.0
EMP00219,Monira Khan,21,Male,B-,cutting,Senior Operator,GAZIPUR,15356,1277,16633,01980231557,2022-02-24,93.8,monira.khan71@gmail.com,7622918548498,8.7
EMP00220,Sharmin Uddin,21,Female,A-,Sewing,Quality Inspector,Dhaka,17363,2348,19711,01749258091,2021-09-13,96.7,sharmin.uddin84@gmail.com,5064699166638,14.7
EMP00221,Faruk Biswas,52,Male,A+,Cutting,Line Chief,Rajshahi,20651 taka,1721,22372,01857232974,2020/03/16,83.9,faruk.biswas39@gmail.com,5851170935813,12.2
EMP00222,mamun hossain,35,Female,AB+,Embroidery,Operator,Khulna,11799,874,12673,01954195849,2018-11-09,86.2,mamun.hossain17@gmail.com,4559669346172,12.9
EMP00223,Hasina Biswas,27,Female,O+,Maintenance,Supervisor,Rajshai,24732,3035,27767,01850-714693,2022-04-17,86.1,hasina.biswas82@gmail.com,3672645603681,11.7
EMP00224,Sumaiya Khan,35,Female,AB-,Finishing,Operator,narayanganj,10891,1092,11983,01762004039,2021-05-23,87.3,sumaiya.khan18@gmail.com,4398022588256,3.4
EMP00225,Nadia Mondal,32,Female,A+,Sewing,Quality Inspector,Rajshahi,13450 taka,1866,15316,01961-052956,25-05-2020,93.0,nadia.mondal51@gmail.com,7840174995,7.8
EMP00226,Rashid Islam,52,Female,O-,Sweing,Helper,Khulna,8505,1177,9682,01766701914,2022-05-04,-5,rashid.islam7@gmail.com,3503552223639,7.0
EMP00227,Mamun Islam,29,Male,O-,Cutting,Trainee,Chattogram,7594,828,8422,+8801743565477,2021-12-30,83.1,mamun.islam84@gmail.com,3885343937905,10.8
EMP00228,SUMAIYA BEGUM,41,Male,B+,Cutting,Floor In-charge,Gazipur,31235 taka,4411,35646,01734007090,2021-03-04,94.2,sumaiya.begum7@gmail.com,6417755849902,4.6
EMP00229,Sohel Islam,26,Male,O-,Packing,Supervisor,Chattogram,"৳24,153",3340,27493,01865049584,,86.0,sohel.islam77@gmail.com,1114246568635,3.7
EMP00230,shirina hossain,31,Female,AB-,Admn,Trainee,Narayanganj,6100,658,6758,01716-580878,2021-05-20,77.7,shirina.hossain23@gmail.com,4120560789582,14.5
EMP00231,Nasrin Khatun,37,Female,O+,WASHING,Operator,Chattogram,12104,1446,13550,01938164968,2019-07-17,,nasrin.khatun79@gmail.com,2920100282211,8.6
EMP00232,Mamun Uddin,36,Female,O-,Cutting,Floor In-charge,Gazipur,35064,3575,38639,+8801791793056,2021-07-18,80.8,mamun.uddin38@gmail.com,4405819978077,
EMP00233,Md. Rahim Islam,44,Male,AB+,Cutting,Helper,Narayanganj,"৳7,093",554,7647,01878006730,2022-06-07,88.7,md..islam99@gmail.com,3001481093533,10.3
EMP00234,Selim Sheikh,29,Female,A+,Admin,Machine Mechanic,chattogram,15887,2218,18105,01950177237,2020-08-05,89.1,selim.sheikh87@gmail.com,1328719125097,3.1
EMP00235,Sharmin Akter,35,Female,AB-,Washing,Senior Operator,Dhaka,16073.00,1760,17833,01914245067,2022/11/06,81.8,sharmin.akter12@gmail.com,7537960890206,6.8
EMP00236,Hasina Ali,25,Female,AB+,Maintenance,Quality Inspector,Dhaka,15635,1023,16658,01829232735,28-11-2019,94.2,hasina.ali13@gmail.com,4608342544498,10.9
EMP00237,Rashid Sheikh,37,Male,AB-,Maintenance,Senior Operator,chittagong,13713,1478,15191,01735843038,02/10/19,82.2,rashid.sheikh69@gmail.com,5793688808849,2.2
EMP00238,Mofiz Begum,50,Female,AB-,Sewing,Machine Mechanic,Khulna,16500,1229,17729,01969545378,2018-05-26,76.3,mofiz.begum4@gmail.com,7360940040,-1
EMP00239,  Abdul Karim Begum  ,55,Female,A-,Embrodiery,Asst. Manager,Dhaka,"৳50,259",3175,53434,01851660066,23/07/22,92.1,abdul.begum91@gmail.com,9189499730656,7.1
EMP00240,Kulsum Khan,43,Male,AB+,Admin,Quality Inspector,Sylhet,15993,1565,17558,01891126594,29-09-2022,89.4,kulsum.khan66@gmail.com,8134382769131,12.3
EMP00241,Sumaiya Akter,37,Female,O+,Maintnance,Senior Operator,N.ganj,17837.00,1010,18879,,"March 03, 2019",88.6,sumaiya.akter31@gmail.com,2372970499848,11.1
EMP00242,Rubel Khatun,47,Female,AB-,Store,Senior Operator,Khulna,16647,2188,18835,,2022-04-29,91.5,rubel.khatun12@gmail.com,1003478233603,11.4
EMP00243,Sharmin Khan,42,Male,A+,Store,Trainee,SYLHET,"৳7,260",884,8144,01978507933,"December 07, 2019",85.1,sharmin.khan17@gmail.com,6174802106240,0.9
EMP00244,Shirina Miah,40,Male,B+,SEWING,Trainee,Narayanganj,6224,549,6773,01828665507,2021-01-21,79.7,shirina.miah50@gmail.com,3711916376591,4.3
EMP00245,Sharmin Khan,19,Male,,Finishing,Operator,Chittagong,"৳12,987",1434,14421,01966925051,21/05/20,88.8,sharmin.khan58@gmail.com,7250829752823,3.4
EMP00246,Nadia Khatun,33,Female,A-,Sewing,Machine Mechanic,Rajshahi,16474,1985,18459,01780653292,2018-08-20,99.6,nadia.khatun97@gmail.com,3722033699,7.0
EMP00247,Fatema Uddin,48,Female,O+,Admin,Senior Operator,Dhaka,17417,1662,19079,+8801849542951,18/08/20,82.2,fatema.uddin5@gmail.com,2079155386076,9.4
EMP00248,Anwar Khan,36,Female,AB+,ADMIN,Operator,Gazipur,9223,583,9806,01724971907,30/07/19,90.1,anwar.khan76@gmail.com,3661758596331,9.9
EMP00249,  Monira Mondal  ,33,Female,B-,FINISHING,Quality Inspector,N.ganj,12691,1590,14281,01969080631,2020/04/25,93.1,monira.mondal22@gmail.com,9294459846,9.6
EMP00250,Sohel Hawladar,47,Male,AB+,Cutting,Operator,Dhaka,"৳11,468",1182,12650,01861271721,09-06-2020,92.0,sohel.hawladar68@gmail.com,2709573153127,13.8
EMP00251,Mamun Akter,35,Female,B+,Embroidery,Machine Mechanic,Gazipur,14091,1534,15625,01883499313,04/02/19,75.3,mamun.akter2@gmail.com,2197572987493,0.2
EMP00252,SUMAIYA UDDIN,32,Male,A-,Cutting,Floor In-charge,Syhlet,34734,3953,38687,+8801927435856,2021-12-21,84.4,sumaiya.uddin98@gmail.com,,13.4
EMP00253,Rubel Khan,22,Female,AB-,Packing,Quality Inspector,Rajshahi,17468,2231,19699,01744660198,2020-02-23,98.9,rubel.khan34@gmail.com,8748885203315,1.0
EMP00254,Jamal Khatun,49,Female,O-,embroidery,Supervisor,gazipur,17740,949,18689,01776800348,2018/05/25,78.7,jamal.khatun82@gmail.com,5687486435191,2.3
EMP00255,Selim Talukder,50,Female,A-,EMBROIDERY,Machine Mechanic,Chattogram,15572,2264,17836,01981847296,2022-08-03,98.4,selim.talukder46@gmail.com,8045047002130,0.8
EMP00256,Mamun Begum,39,Female,A-,Washing,Trainee,NARAYANGANJ,6164,426,6590,01958219211,2021-11-26,87.2,mamun.begum81@gmail.com,3461830004438,0.5
EMP00257,Md. Rahim Biswas,42,Male,O+,Admin,Helper,RAJSHAHI,8623,722,9345,01738410963,16/01/22,95.2,md..biswas86@gmail.com,9063900396351,14.1
EMP00258,Shirina Khan,20,Female,A-,ADMIN,Helper,Chattogram,7289,490,7779,01892037350,2018-04-13,79.3,shirina.khan76@gmail.com,2871821782399,1.7
EMP00259,Lovely Mondal,30,Male,A-,Admin,Helper,Chattogram,7690,841,8531,01828956482,2019-11-19,93.9,lovely.mondal22@gmail.com,9762315312,8.3
EMP00260,Rashid Ali,24,Female,O+,Admin,Operator,Dhaka,12081 taka,1458,13539,01973889312,30-04-2021,92.3,rashid.ali27@gmail.com,8247544363792,3.6
EMP00261,Roksana Khatun,49,Female,B-,Sweing,Machine Mechanic,Dhaka,14849.00,2207,17056,01894082607,15-07-2018,91.5,roksana.khatun36@gmail.com,4406136995442,1.7
EMP00262,Habib Sarker,28,Female,A+,Store,Floor In-charge,Dhaka,32121,3587,35708,01717040602,2022-12-28,,habib.sarker23@gmail.com,5708757547909,7.7
EMP00263,Fatema Talukder,55,Male,A-,Quality Control,Floor In-charge,Khulna,26606,3645,30251,01888529753,"February 09, 2020",150,fatema.talukder56@gmail.com,4801668574990,13.9
EMP00264,Rashid Khan,47,Female,O-,Embroidery,Line Chief,Dhaka,20525,1602,22127,01832978251,2018/08/16,94.0,rashid.khan29@gmail.com,6192127591122,9.1
EMP00265,MAMUN KHATUN,32,Male,B-,Finishing,Machine Mechanic,Khulna,13773,1278,15051,01868283876,23-11-2022,89.5,mamun.khatun76@gmail.com,3623994173472,13.7
EMP00266,Md. Rahim Sheikh,50,Female,B-,Sewing,Operator,Rajshahi,"৳13,350",1413,14547,01758104396,2018-01-26,82.4,md..sheikh83@gmail.com,2597723331532,0.2
E-0267,Sharmin Hossain,54,Male,A-,Finishing,Floor In-charge,Narayanganj,37941,3659,41600,01854681905,2021-07-21,88.3,sharmin.hossain38@gmail.com,4645544527286,11.8
EMP00268,Fatema Khatun,41,Male,B+,Washing,Operator,Khulna,9909,1049,10958,01842028739,18-05-2018,88.5,fatema.khatun84@gmail.com,6635965337870,5.3
EMP00269,mofiz uddin,22,Female,AB-,Embroidery,Quality Inspector,Chattogram,16314,2162,18476,+8801918808386,22/08/19,79.7,mofiz.uddin59@gmail.com,2409124261324,5.9
EMP00270,Roksana Hossain,35,Female,AB-,Cutting,Senior Operator,Dhaka,17065,1777,18842,01869573887,2018-09-28,93.4,roksana.hossain3@gmail.com,4325556742210,0.9
EMP00271,Kulsum Hawladar,55,Female,B+,Maintenance,Line Chief,Rajshahi,28986,3094,32080,01840438156,05-06-2022,87.1,kulsum.hawladar37@gmail.com,3607248381966,5.3
EMP00272,Rashid Khan,52,Male,B-,Admin,Supervisor,GAZIPUR,17915,1686,19601,01914655890,2020/01/28,91.6,rashid.khan45@gmail.com,7559050476551,6.7
EMP00273,Roksana Uddin,43,Female,B+,Pakcing,Senior Operator,Chattogram,16752 taka,2019,18771,01969338400,28-08-2020,83.5,roksana.uddin15@gmail.com,9425573239572,13.5
EMP00274,Habib Sarker,19,Female,B-,Maintenance,Senior Operator,sylhet,16653,1709,18362,+8801721219199,2022-05-20,88.5,habib.sarker58@gmail.com,2537416287152,14.6
EMP00275,Belal Ali,50,Female,O-,stores,Line Chief,KHULNA,"৳26,056",2044,28100,+8801921757289,2019-12-21,80.4,belal.ali57@gmail.com,6078551885656,2.5
EMP00276,Nasrin Talukder,55,Female,O+,Embroidery,Asst. Manager,Dhaka,54355,3199,57554,01784600071,18/04/20,,nasrin.talukder73@gmail.com,4505281410688,2.8
EMP00277,Belal Hossain,37,Female,A-,Maintenance,Floor In-charge,chattogram,"৳37,963",2895,40858,01999377391,2021-08-04,97.3,belal.hossain54@gmail.com,9650834532345,13.6
EMP00278,Mamun Ali,35,Male,AB-,Sewing,Senior Operator,N.ganj,17906,2123,20029,01987210585,2021-11-22,75.4,mamun.ali34@gmail.com,8503390923,4.8
EMP00279,rubel khan,35,Male,AB-,Washing,Supervisor,CHATTOGRAM,24677,1686,26363,01850409241,2018-07-13,81.8,rubel.khan90@gmail.com,7376687893586,1.4
EMP00280,Anwar Akter,51,Male,O+,finish,Operator,Dhaka,12972,1727,14699,01820254278,2022-06-17,77.9,anwar.akter17@gmail.com,1308908692704,7.2
EMP00281,HASINA BISWAS,46,Male,B-,Washing,Supervisor,Narayanganj,20991,1320,22311,01826823411,"November 22, 2021",80.2,hasina.biswas11@gmail.com,2366279443302,0.3
EMP00282,Amena Mondal,24,Male,A-,EMBROIDERY,Operator,Dhaka,13206,1542,14748,01937568480,2022-03-26,89.7,amena.mondal26@gmail.com,1512610933829,1.4
EMP00283,  Nasrin Hossain  ,28,Female,B+,Admn,Line Chief,Sylhet,29472,2113,31585,01910581018,2019/01/28,99.3,nasrin.hossain13@gmail.com,4766360897950,13.8
EMP00284,Rubel Islam,46,Male,O-,Washing,Machine Mechanic,Dhaka,14906,914,15925,0000000000,"October 06, 2019",78.4,rubel.islam98@gmail.com,1716066124125,1.2
EMP00285,Amena Begum,37,Male,A+,Embroidery,Quality Inspector,Rajshahi,15336,2207,17466,01975987927,23/01/20,91.8,amena.begum51@gmail.com,3096309138071,2.2
EMP00286,Belal Biswas,28,Female,O+,Admin,Senior Operator,Ghazipur,15774,1576,17350,01873864322,"April 16, 2022",91.7,belal.biswas52@gmail.com,9525456495123,7.7
EMP00287,Habib Mondal,34,Female,B+,Store,Senior Operator,Chattogram,14102,1245,15347,01893-478965,23-10-2021,90.6,habib.mondal98@gmail.com,,11.9
EMP00288,Jamal Hossain,34,Female,A+,Store,Floor In-charge,khulna,31285,4232,35517,01733738978,25/06/20,88.9,jamal.hossain39@gmail.com,9646474161001,6.5
EMP00289,Hasina Biswas,25,Female,O+,Embroidery,Floor In-charge,Narayanganj,34211,1901,36112,01957347151,2019-06-24,94.2,hasina.biswas37@gmail.com,2079413254390,0.4
EMP00290,Abdul Karim Khan,55,Male,AB+,Washing,Line Chief,Narayanganj,25855,3002,28857,01921400686,2019/05/23,97.8,abdul.khan9@gmail.com,1610786086,1.7
EMP00291,Roksana Miah,47,Female,O+,Maintenance,Line Chief,Chattogram,20334,1062,21396,01886844836,"October 11, 2019",77.4,roksana.miah63@gmail.com,4623557011466,5.0
EMP00292,Faruk Mondal,37,Female,B-,Washng,Supervisor,Khulna,17234,944,18178,01922342371,"March 20, 2021",92.9,faruk.mondal75@gmail.com,5807515112698,1.0
EMP00293,Faruk Islam,22,Female,B+,Embroidery,Helper,SYLHET,8687,653,9340,01794267786,2020-11-21,92.6,faruk.islam24@gmail.com,9781390676122,3.2
